t,n_grads,f,comm_rounds,var_error
0.0,0.0,2.7215866406892424,0.0,1.332179427085338
1.0,32560.0,2.5522332252612774,1.0,1.3191638558836407
2.0,65120.0,2.385531443893192,2.0,1.3065766847944176
3.0,97680.0,2.2231580572788396,3.0,1.294520360602386
4.0,130240.0,2.0660317831430235,4.0,1.2830215415715787
5.0,162800.0,1.9151050622335601,5.0,1.2721018595727829
6.0,195360.0,1.771367259157125,6.0,1.2617799045720102
7.0,227920.0,1.6357914126707975,7.0,1.2520698923602
8.0,260480.0,1.5092647450958478,8.0,1.2429800606949049
9.0,293040.0,1.3925124512287077,9.0,1.234511189594336
10.0,325600.0,1.286027680886717,10.0,1.2266555139550823
11.0,358160.0,1.1900219907654428,11.0,1.2193962898764372
12.0,390720.0,1.1044074855840114,12.0,1.2127081694011637
13.0,423280.0,1.0288145031611193,13.0,1.206558378780909
14.0,455840.0,0.9626397852570694,14.0,1.200908518554821
15.0,488400.0,0.9051133614499396,15.0,1.1957166843448195
16.0,520960.0,0.8553702222262127,16.0,1.190939582018786
17.0,553520.0,0.8125151323251866,17.0,1.1865343744337393
18.0,586080.0,0.7756736231192795,18.0,1.1824601078107668
19.0,618640.0,0.7440269964292386,19.0,1.1786786771105493
20.0,651200.0,0.716832626675203,20.0,1.1751553710726015
21.0,683760.0,0.6934326073209333,21.0,1.1718590803998643
22.0,716320.0,0.6732541946025699,22.0,1.1687622635516082
23.0,748880.0,0.655805116224968,23.0,1.1658407558634976
24.0,781440.0,0.6406661111912137,24.0,1.1630734902313244
25.0,814000.0,0.6274823459661617,25.0,1.1604421787151618
26.0,846560.0,0.6159547502678707,26.0,1.1579309879291833
27.0,879120.0,0.6058318701409456,27.0,1.1555262282942684
28.0,911680.0,0.5969025332331633,28.0,1.153216068098212
29.0,944240.0,0.5889894301106113,29.0,1.1509902772066316
30.0,976800.0,0.5819436036686877,30.0,1.1488400014405
31.0,1009360.0,0.5756397795037529,31.0,1.1467575664039982
32.0,1041920.0,0.5699724438041676,32.0,1.1447363083743682
33.0,1074480.0,0.5648525684007518,33.0,1.1427704293647765
34.0,1107040.0,0.560204886323006,34.0,1.1408548733741426
35.0,1139600.0,0.5559656301095215,35.0,1.1389852209678497
36.0,1172160.0,0.5520806560086498,36.0,1.1371575995779966
37.0,1204720.0,0.5485038882842189,37.0,1.1353686072028462
38.0,1237280.0,0.545196028186756,38.0,1.1336152474824654
39.0,1269840.0,0.5421234813545566,39.0,1.1318948744093773
40.0,1302400.0,0.5392574653540912,40.0,1.1302051451888526
41.0,1334960.0,0.5365732657939424,41.0,1.1285439799893102
42.0,1367520.0,0.5340496150633566,42.0,1.1269095275190546
43.0,1400080.0,0.5316681723961587,43.0,1.1253001355331902
44.0,1432640.0,0.5294130877867067,44.0,1.1237143255167903
45.0,1465200.0,0.5272706354204146,45.0,1.1221507709104313
46.0,1497760.0,0.5252289048455268,46.0,1.1206082783450624
47.0,1530320.0,0.5232775402069616,47.0,1.1190857714377629
48.0,1562880.0,0.5214075195727186,48.0,1.117582276770706
49.0,1595440.0,0.5196109677795369,49.0,1.1160969117348936
50.0,1628000.0,0.517880997365646,50.0,1.1146288739697479
51.0,1660560.0,0.51621157309222,51.0,1.1131774321711303
52.0,1693120.0,0.5145973963203959,52.0,1.111741918075088
53.0,1725680.0,0.5130338061389205,53.0,1.1103217194537591
54.0,1758240.0,0.5115166946541613,54.0,1.1089162739843392
55.0,1790800.0,0.5100424342800289,55.0,1.1075250638725873
56.0,1823360.0,0.5086078152170083,56.0,1.1061476111296795
57.0,1855920.0,0.507209991600555,57.0,1.1047834734158632
58.0,1888480.0,0.5058464350405336,58.0,1.1034322403767214
59.0,1921040.0,0.504514894474078,59.0,1.102093530408345
60.0,1953600.0,0.5032133614214921,60.0,1.100766987796608
61.0,1986160.0,0.5019400398744546,61.0,1.0994522801832871
62.0,2018720.0,0.5006933201626728,62.0,1.098149096318237
63.0,2051280.0,0.4994717562431665,63.0,1.0968571440623083
64.0,2083840.0,0.49827404593877556,64.0,1.0955761486104174
65.0,2116400.0,0.4970990137219088,65.0,1.0943058509081969
66.0,2148960.0,0.4959455956981543,66.0,1.0930460062391276
67.0,2181520.0,0.49481282649395636,67.0,1.0917963829620196
68.0,2214080.0,0.4936998277945796,68.0,1.0905567613812783
69.0,2246640.0,0.4926057983142754,69.0,1.089326932734612
70.0,2279200.0,0.4915300050109375,70.0,1.0881066982847347
71.0,2311760.0,0.4904717753834181,71.0,1.0868958685033014
72.0,2344320.0,0.48943049071179706,72.0,1.0856942623367216
73.0,2376880.0,0.4884055801198095,73.0,1.084501706544775
74.0,2409440.0,0.4873965153548536,74.0,1.083318035104019
75.0,2442000.0,0.4864028061949207,75.0,1.0821430886689427
76.0,2474560.0,0.48542399640375505,76.0,1.0809767140846371
77.0,2507120.0,0.48445966016585906,77.0,1.0798187639454837
78.0,2539680.0,0.4835093989418472,78.0,1.0786690961949936
79.0,2572240.0,0.4825728386923264,79.0,1.0775275737624839
80.0,2604800.0,0.4816496274251237,80.0,1.0763940642327712
81.0,2637360.0,0.4807394330264264,81.0,1.075268439545482
82.0,2669920.0,0.47984194134138936,82.0,1.074150575720968
83.0,2702480.0,0.47895685447408837,83.0,1.073040352610134
84.0,2735040.0,0.4780838892804636,84.0,1.0719376536657943
85.0,2767600.0,0.47722277603116603,85.0,1.0708423657334178
86.0,2800160.0,0.4763732572240762,86.0,1.0697543788593624
87.0,2832720.0,0.4755350865287456,87.0,1.0686735861148984
88.0,2865280.0,0.4747080278471837,88.0,1.0675998834344949
89.0,2897840.0,0.4738918544773081,89.0,1.0665331694670146
90.0,2930400.0,0.4730863483670343,90.0,1.0654733454385914
91.0,2962960.0,0.47229129944842857,91.0,1.0644203150261016
92.0,2995520.0,0.47150650504262226,92.0,1.0633739842402423
93.0,3028080.0,0.4707317693272945,93.0,1.0623342613173385
94.0,3060640.0,0.46996690285951237,94.0,1.0613010566190835
95.0,3093200.0,0.4692117221475668,95.0,1.0602742825395008
96.0,3125760.0,0.4684660492662063,96.0,1.0592538534184812
97.0,3158320.0,0.46772971151031856,97.0,1.0582396854613219
98.0,3190880.0,0.46700254108270556,98.0,1.057231696663734
99.0,3223440.0,0.4662843748120974,99.0,1.0562298067418596
100.0,3256000.0,0.4655750538980097,100.0,1.0552339370668584
101.0,3288560.0,0.4648744236794392,101.0,1.05424401060369
102.0,3321120.0,0.4641823334247483,102.0,1.0532599518537318
103.0,3353680.0,0.4634986361403888,103.0,1.052281686800922
104.0,3386240.0,0.4628231883963964,104.0,1.0513091428611419
105.0,3418800.0,0.46215585016681954,105.0,1.0503422488345708
106.0,3451360.0,0.4614964846834599,106.0,1.0493809348607837
107.0,3483920.0,0.46084495830149125,107.0,1.04842513237637
108.0,3516480.0,0.4602011403756825,108.0,1.0474747740748864
109.0,3549040.0,0.4595649031461026,109.0,1.046529793868956
110.0,3581600.0,0.45893612163230674,110.0,1.045590126854358
111.0,3614160.0,0.45831467353512445,111.0,1.0446557092759592
112.0,3646720.0,0.4577004391452631,112.0,1.043726478495349
113.0,3679280.0,0.4570933012580349,113.0,1.042802372960059
114.0,3711840.0,0.4564931450935895,114.0,1.0418833321742509
115.0,3744400.0,0.455899858222109,115.0,1.0409692966707704
116.0,3776960.0,0.4553133304934756,116.0,1.0400602079844745
117.0,3809520.0,0.4547334539709867,117.0,1.0391560086267426
118.0,3842080.0,0.45416012286873,118.0,1.0382566420610957
119.0,3874640.0,0.45359323349228214,119.0,1.0373620526798466
120.0,3907200.0,0.45303268418242554,120.0,1.0364721857817163
121.0,3939760.0,0.4524783752616164,121.0,1.0355869875503578
122.0,3972320.0,0.4519302089829641,122.0,1.0347064050337236
123.0,4004880.0,0.4513880894815061,123.0,1.0338303861242308
124.0,4037440.0,0.4508519227275919,124.0,1.0329588795396762
125.0,4070000.0,0.4503216164822027,125.0,1.0320918348048485
126.0,4102560.0,0.4497970802540572,126.0,1.0312292022338088
127.0,4135120.0,0.44927822525836664,127.0,1.030370932912792
128.0,4167680.0,0.44876496437711944,128.0,1.029516978683696
129.0,4200240.0,0.4482572121207842,129.0,1.0286672921281323
130.0,4232800.0,0.44775488459133594,130.0,1.0278218265519976
131.0,4265360.0,0.44725789944651706,131.0,1.0269805359705468
132.0,4297920.0,0.44676617586525363,132.0,1.0261433750939393
133.0,4330480.0,0.44627963451415714,133.0,1.0253102993132308
134.0,4363040.0,0.44579819751504735,134.0,1.0244812646867942
135.0,4395600.0,0.44532178841343784,135.0,1.0236562279271448
136.0,4428160.0,0.44485033214793235,136.0,1.0228351463881484
137.0,4460720.0,0.44438375502048505,137.0,1.0220179780526029
138.0,4493280.0,0.4439219846674799,138.0,1.021204681520163
139.0,4525840.0,0.44346495003159064,139.0,1.0203952159956067
140.0,4558400.0,0.4430125813343864,140.0,1.0195895412774176
141.0,4590960.0,0.4425648100496478,141.0,1.0187876177466728
142.0,4623520.0,0.44212156887736526,142.0,1.0179894063562267
143.0,4656080.0,0.44168279171839075,143.0,1.0171948686201746
144.0,4688640.0,0.44124841364971756,144.0,1.016403966603584
145.0,4721200.0,0.4408183709003642,145.0,1.015616662912485
146.0,4753760.0,0.4403926008278407,146.0,1.0148329206841118
147.0,4786320.0,0.43997104189517705,147.0,1.0140527035773799
148.0,4818880.0,0.4395536336484931,148.0,1.0132759757635945
149.0,4851440.0,0.4391403166950949,149.0,1.0125027019173802
150.0,4884000.0,0.4387310326820775,150.0,1.011732847207824
151.0,4916560.0,0.43832572427542127,151.0,1.010966377289824
152.0,4949120.0,0.43792433513956475,152.0,1.0102032582956377
153.0,4981680.0,0.43752680991744164,153.0,1.0094434568266195
154.0,5014240.0,0.4371330942109674,154.0,1.0086869399451475
155.0,5046800.0,0.43674313456196306,155.0,1.0079336751667254
156.0,5079360.0,0.4363568784335056,156.0,1.007183630452262
157.0,5111920.0,0.43597427419169105,157.0,1.0064367742005138
158.0,5144480.0,0.43559527108780094,158.0,1.005693075240696
159.0,5177040.0,0.4352198192408622,159.0,1.004952502825246
160.0,5209600.0,0.43484786962058797,160.0,1.0042150266227423
161.0,5242160.0,0.43447937403069226,161.0,1.0034806167109729
162.0,5274720.0,0.43411428509256766,162.0,1.0027492435701444
163.0,5307280.0,0.4337525562293183,163.0,1.0020208780762343
164.0,5339840.0,0.43339414165013657,164.0,1.0012954914944776
165.0,5372400.0,0.43303899633502013,165.0,1.0005730554729846
166.0,5404960.0,0.4326870760198156,166.0,0.9998535420364901
167.0,5437520.0,0.432338337181586,167.0,0.9991369235802242
168.0,5470080.0,0.4319927370242899,168.0,0.9984231728639075
169.0,5502640.0,0.4316502334647693,169.0,0.9977122630058634
170.0,5535200.0,0.4313107851190346,170.0,0.9970041674772451
171.0,5567760.0,0.43097435128884404,171.0,0.9962988600963766
172.0,5600320.0,0.43064089194856703,172.0,0.9955963150232033
173.0,5632880.0,0.43031036773232784,173.0,0.994896506753847
174.0,5665440.0,0.4299827399214208,174.0,0.9941994101152671
175.0,5698000.0,0.42965797043199305,175.0,0.9935050002600236
176.0,5730560.0,0.42933602180298597,176.0,0.9928132526611378
177.0,5763120.0,0.4290168571843329,177.0,0.9921241431070512
178.0,5795680.0,0.42870044032540383,178.0,0.9914376476966764
179.0,5828240.0,0.42838673556369394,179.0,0.9907537428345441
180.0,5860800.0,0.42807570781374926,180.0,0.9900724052260372
181.0,5893360.0,0.4277673225563249,181.0,0.9893936118727132
182.0,5925920.0,0.4274615458277688,182.0,0.9887173400677137
183.0,5958480.0,0.42715834420962956,183.0,0.9880435673912579
184.0,5991040.0,0.42685768481847874,184.0,0.9873722717062158
185.0,6023600.0,0.42655953529594653,185.0,0.9867034311537667
186.0,6056160.0,0.4262638637989639,186.0,0.9860370241491306
187.0,6088720.0,0.42597063899020754,187.0,0.9853730293773808
188.0,6121280.0,0.42567983002874316,188.0,0.984711425789329
189.0,6153840.0,0.42539140656086133,189.0,0.984052192597486
190.0,6186400.0,0.42510533871110406,190.0,0.9833953092720921
191.0,6218960.0,0.42482159707347517,191.0,0.9827407555372205
192.0,6251520.0,0.42454015270283174,192.0,0.9820885113669475
193.0,6284080.0,0.4242609771064538,193.0,0.9814385569815913
194.0,6316640.0,0.4239840422357848,194.0,0.980790872844017
195.0,6349200.0,0.4237093204783434,195.0,0.9801454396560059
196.0,6381760.0,0.42343678464979906,196.0,0.9795022383546874
197.0,6414320.0,0.42316640798620997,197.0,0.978861250109036
198.0,6446880.0,0.4228981641364195,198.0,0.9782224563164253
199.0,6479440.0,0.4226320271546063,199.0,0.9775858385992436
200.0,6512000.0,0.42236797149298666,200.0,0.9769513788015691
